"","X","fragment.ID.full","Intercept","umol.L.sec","Temp.C","fragment.ID","species","genotype","chamber.channel","run","temp.Cat","start.time","stop.time","light_dark","treatment","surf.area.cm2","volume","block","chl.ugcm2","chlA.ug.sample","umol.sec","BLANK","blank.rate","umol.sec.corr","umol.chl.ug.hr","Rate.ln"
"504",504,"PV29_L_36_O2",145.706272983871,-0.00624879032258074,36.04228,"PV29_L","P. verrucosa","29",3,"L1",36,2021-03-24 05:37:00,2021-03-24 05:57:00,"light","control",88.91,0.615,8,0.286292138,0.374936667,-0.00384300604838715,"0",-0.00156796331027754,-0.00227504273810961,-21.8440994921273,NA
"505",505,"PV3_L_36_O2",171.735218080297,0.00515391700404867,35.99932,"PV3_L","P. verrucosa","3",2,"L1",36,2021-03-24 05:37:00,2021-03-24 05:57:00,"light","enriched",104.37,0.625,1,1.363743438,1.385563333,0.00322119812753042,"0",-0.00156796331027754,0.00478916143780796,12.4433006889543,2.52918671340562
"506",506,"PV30_L_36_O2",153.815824606004,-0.00428895872420271,35.9629,"PV30_L","P. verrucosa","30",7,"L1",36,2021-03-24 05:37:00,2021-03-24 05:57:00,"light","control",60.07,0.61,8,0.893279254,0.37493667,-0.00261626482176365,"0",-0.00156796331027754,-0.00104830151148611,-10.0653943540652,NA
"507",507,"PV32_L_36_O2",154.481951187967,-0.004050441370224,35.91518,"PV32_L","P. verrucosa","32",9,"L1",36,2021-03-24 05:37:00,2021-03-24 05:57:00,"light","control",70.07,0.57,8,0.427049174,0.752066667,-0.00230875158102768,"0",-0.00156796331027754,-0.000740788270750136,-3.54601246368028,NA
"508",508,"PV6_L_36_O2",151.116027997199,0.00865603641456579,36.02688,"PV6_L","P. verrucosa","6",5,"L1",36,2021-03-24 05:37:00,2021-03-24 05:57:00,"light","enriched",67.31,0.63,2,0.559733783,0.456166667,0.00545330294117645,"0",-0.00156796331027754,0.00702126625145399,55.4107968288581,4.01657753928933
"509",509,"PV8_L_36_O2",137.86272824224,0.0132407186234818,36.14864,"PV8_L","P. verrucosa","8",4,"L1",36,2021-03-24 05:37:00,2021-03-24 05:57:00,"light","enriched",93.58,0.61,2,0.344302262,0.417243333,0.0080768383603239,"0",-0.00156796331027754,0.00964480167060144,83.2159156732774,4.42263959542743
"512",512,"PV11_L_37_O2",158.185575533662,0.00560700602079918,36.8862448979592,"PV11_L","P. verrucosa","11",6,"L1",37,2021-03-24 06:07:00,2021-03-24 06:27:00,"light","enriched",62.54,0.595,3,1.48062872,1.495356667,0.00333616858237551,"0",-0.00131406137253441,0.00465022995490992,11.1952072753729,2.42437850082488
"513",513,"PV21_L_37_O2",146.431833740015,-0.0142871813108655,36.9739591836735,"PV21_L","P. verrucosa","21",10,"L1",37,2021-03-24 06:07:00,2021-03-24 06:27:00,"light","control",90.15,0.58,6,1.661026261,1.756996667,-0.00828656516030199,"0",-0.00131406137253441,-0.00697250378776758,-14.2863182995232,NA
"514",514,"PV29_L_37_O2",136.311546148696,-0.0151402995066949,36.9343265306122,"PV29_L","P. verrucosa","29",3,"L1",37,2021-03-24 06:07:00,2021-03-24 06:27:00,"light","control",88.91,0.615,8,0.286292138,0.374936667,-0.00931128419661736,"0",-0.00131406137253441,-0.00799722282408295,-76.7863073970801,NA
"515",515,"PV3_L_37_O2",166.322039049764,-0.00156843629343626,36.7622857142857,"PV3_L","P. verrucosa","3",2,"L1",37,2021-03-24 06:07:00,2021-03-24 06:27:00,"light","enriched",104.37,0.625,1,1.363743438,1.385563333,-0.000980272683397663,"0",-0.00131406137253441,0.000333788689136747,0.867256842233634,-0.0332912115225448
"516",516,"PV30_L_37_O2",145.475476256684,-0.0110195721925133,36.9504693877551,"PV30_L","P. verrucosa","30",7,"L1",37,2021-03-24 06:07:00,2021-03-24 06:27:00,"light","control",60.07,0.61,8,0.893279254,0.37493667,-0.00672193903743311,"0",-0.00131406137253441,-0.0054078776648987,-51.9243945747833,NA
"517",517,"PV32_L_37_O2",144.030996990918,-0.00916046613415035,36.5031020408163,"PV32_L","P. verrucosa","32",9,"L1",37,2021-03-24 06:07:00,2021-03-24 06:27:00,"light","control",70.07,0.57,8,0.427049174,0.752066667,-0.0052214656964657,"0",-0.00131406137253441,-0.00390740432393129,-18.7040008331504,NA
"518",518,"PV6_L_37_O2",143.699676737061,-0.00174786081628184,36.9624081632653,"PV6_L","P. verrucosa","6",5,"L1",37,2021-03-24 06:07:00,2021-03-24 06:27:00,"light","enriched",67.31,0.63,2,0.559733783,0.456166667,-0.00110115231425756,"0",-0.00131406137253441,0.00021290905827685,1.68024685985366,0.576752039999122
"519",519,"PV8_L_37_O2",131.784036008065,-0.000452137096774276,37.1542448979592,"PV8_L","P. verrucosa","8",4,"L1",37,2021-03-24 06:07:00,2021-03-24 06:27:00,"light","enriched",93.58,0.61,2,0.344302262,0.417243333,-0.000275803629032308,"0",-0.00131406137253441,0.0010382577435021,8.95814883303975,2.20366477611404
"522",522,"PV1_L_20_O2",225.36947844448,0.0211483550765741,20.143,"PV1_L","P. verrucosa","1",9,"L2",20,2021-03-24 11:55:00,2021-03-24 12:15:00,"light","enriched",92.81,0.6,1,1.289085072,1.522943333,0.0126890130459445,"0",-0.00076778728876967,0.0134568003347141,31.80977266537,3.46291231602065
"523",523,"PV13_L_20_O2",203.836105409408,0.0136728135888502,20.3144489795918,"PV13_L","P. verrucosa","13",3,"L2",20,2021-03-24 11:55:00,2021-03-24 12:15:00,"light","enriched",58.62,0.62,4,2.121497161,1.888733333,0.00847714442508712,"0",-0.00076778728876967,0.00924493171385679,17.62120336862,2.87476185306414
"524",524,"PV17_L_20_O2",195.987624463171,0.0127943035410421,20.2912653061224,"PV17_L","P. verrucosa","17",6,"L2",20,2021-03-24 11:55:00,2021-03-24 12:15:00,"light","control",94.2,0.625,5,0.558705643,0.762736667,0.00799643971315131,"0",-0.00076778728876967,0.00876422700192098,41.3658062762512,3.7248691424567
"525",525,"PV19_L_20_O2",230.733633238798,0.0122385706182642,20.2296530612245,"PV19_L","P. verrucosa","19",4,"L2",20,2021-03-24 11:55:00,2021-03-24 12:15:00,"light","control",83.26,0.62,5,1.828595376,1.757483333,0.0075879137833238,"0",-0.00076778728876967,0.00835570107209347,17.1156808686142,2.84582064690086
"526",526,"PV2_L_20_O2",239.456548323212,0.0170242813765182,20.2281020408163,"PV2_L","P. verrucosa","2",2,"L2",20,2021-03-24 11:55:00,2021-03-24 12:15:00,"light","enriched",70.27,0.605,1,1.973041625,1.748553333,0.0102996902327935,"0",-0.00076778728876967,0.0110674775215632,22.7862189420718,3.13053493648753
"527",527,"PV23_L_20_O2",218.000938627428,0.00525714037927842,20.2705918367347,"PV23_L","P. verrucosa","23",10,"L2",20,2021-03-24 11:55:00,2021-03-24 12:15:00,"light","control",68.05,0.615,6,1.131603404,1.526686667,0.00323314133325623,"0",-0.00076778728876967,0.0040009286220259,9.43438057764425,2.25490427392638
"528",528,"PV25_L_20_O2",233.023459538462,0.00520507692307671,20.2253469387755,"PV25_L","P. verrucosa","25",1,"L2",20,2021-03-24 11:55:00,2021-03-24 12:15:00,"light","control",67.38,0.605,7,1.462466532,2.2658,0.00314907153846141,"0",-0.00076778728876967,0.00391685882723108,6.22327291818867,1.84423694091404
"529",529,"PV7_L_20_O2",233.491182859175,0.0151983641536272,20.1194693877551,"PV7_L","P. verrucosa","7",5,"L2",20,2021-03-24 11:55:00,2021-03-24 12:15:00,"light","enriched",57.19,0.62,2,0.777062914,0.782243333,0.00942298577524886,"0",-0.00076778728876967,0.0101907730640185,46.8994512101092,3.85013592526123
"532",532,"PV1_L_22_O2",224.954380798797,0.0279865140374331,22.0640408163265,"PV1_L","P. verrucosa","1",9,"L2",22,2021-03-24 12:31:00,2021-03-24 12:51:00,"light","enriched",92.81,0.6,1,1.289085072,1.522943333,0.0167919084224599,"0",-0.00127871778068115,0.018070626203141,42.7161358677471,3.75691503779452
"533",533,"PV13_L_22_O2",203.722437110694,0.0193132645403377,22.2181428571429,"PV13_L","P. verrucosa","13",3,"L2",22,2021-03-24 12:31:00,2021-03-24 12:51:00,"light","enriched",58.62,0.62,4,2.121497161,1.888733333,0.0119742240150094,"0",-0.00127871778068115,0.0132529417956905,25.2606281844478,3.23319789994236
"534",534,"PV17_L_22_O2",192.195107894737,0.0190955192034139,22.2725102040816,"PV17_L","P. verrucosa","17",6,"L2",22,2021-03-24 12:31:00,2021-03-24 12:51:00,"light","control",94.2,0.625,5,0.558705643,0.762736667,0.0119346995021337,"0",-0.00127871778068115,0.0132134172828148,62.3653015204177,4.13461122690196
"535",535,"PV19_L_22_O2",229.449251718824,0.0160526908487435,22.1870612244898,"PV19_L","P. verrucosa","19",4,"L2",22,2021-03-24 12:31:00,2021-03-24 12:51:00,"light","control",83.26,0.62,5,1.828595376,1.757483333,0.00995266832622097,"0",-0.00127871778068115,0.0112313861069021,23.0061868728104,3.14010041165949
"536",536,"PV2_L_22_O2",235.533985383275,0.0215177526132404,22.1582653061224,"PV2_L","P. verrucosa","2",2,"L2",22,2021-03-24 12:31:00,2021-03-24 12:51:00,"light","enriched",70.27,0.605,1,1.973041625,1.748553333,0.0130182403310104,"0",-0.00127871778068115,0.0142969581116916,29.4352183778027,3.38558339459686
"537",537,"PV23_L_22_O2",213.597582883613,0.00944812413904862,22.1770204081633,"PV23_L","P. verrucosa","23",10,"L2",22,2021-03-24 12:31:00,2021-03-24 12:51:00,"light","control",68.05,0.615,6,1.131603404,1.526686667,0.0058105963455149,"0",-0.00127871778068115,0.00708931412619605,16.7169409453589,2.82238676793065
"538",538,"PV25_L_22_O2",228.093651130874,0.00991755599472986,22.0562448979592,"PV25_L","P. verrucosa","25",1,"L2",22,2021-03-24 12:31:00,2021-03-24 12:51:00,"light","control",67.38,0.605,7,1.462466532,2.2658,0.00600012137681157,"0",-0.00127871778068115,0.00727883915749271,11.5649311355697,2.45658700194715
"539",539,"PV7_L_22_O2",229.850068853266,0.0193236404420615,21.8479183673469,"PV7_L","P. verrucosa","7",5,"L2",22,2021-03-24 12:31:00,2021-03-24 12:51:00,"light","enriched",57.19,0.62,2,0.777062914,0.782243333,0.0119806570740781,"0",-0.00127871778068115,0.0132593748547593,61.0216124106403,4.11286552557443
"542",542,"PV1_L_24_O2",220.405486914937,0.0298236263736264,24.0332448979592,"PV1_L","P. verrucosa","1",9,"L2",24,2021-03-24 01:05:00,2021-03-24 01:25:00,"light","enriched",92.81,0.6,1,1.289085072,1.522943333,0.0178941758241758,"0",-0.0014174874036554,0.0193116632278312,45.6497534174454,3.82318640192439
"543",543,"PV13_L_24_O2",193.11846973262,0.02180192513369,24.2386734693878,"PV13_L","P. verrucosa","13",3,"L2",24,2021-03-24 01:05:00,2021-03-24 01:25:00,"light","enriched",58.62,0.62,4,2.121497161,1.888733333,0.0135171935828878,"0",-0.0014174874036554,0.0149346809865432,28.4660892102525,3.35222032238776
"544",544,"PV17_L_24_O2",192.904118891129,0.0250468346774193,24.2278367346939,"PV17_L","P. verrucosa","17",6,"L2",24,2021-03-24 01:05:00,2021-03-24 01:25:00,"light","control",94.2,0.625,5,0.558705643,0.762736667,0.0156542716733871,"0",-0.0014174874036554,0.0170717590770425,80.5760825935917,4.39044215704342
"545",545,"PV19_L_24_O2",218.81687895457,0.0204045703338807,24.1592244897959,"PV19_L","P. verrucosa","19",4,"L2",24,2021-03-24 01:05:00,2021-03-24 01:25:00,"light","control",83.26,0.62,5,1.828595376,1.757483333,0.012650833607006,"0",-0.0014174874036554,0.0140683210106614,28.817317744874,3.36444064557826
"546",546,"PV2_L_24_O2",223.156847600423,0.0243515539112051,24.187306122449,"PV2_L","P. verrucosa","2",2,"L2",24,2021-03-24 01:05:00,2021-03-24 01:25:00,"light","enriched",70.27,0.605,1,1.973041625,1.748553333,0.0147326901162791,"0",-0.0014174874036554,0.0161501775199345,33.2507095863139,3.50707904908622
"547",547,"PV23_L_24_O2",208.67956869126,0.0106651251646904,24.1500408163265,"PV23_L","P. verrucosa","23",10,"L2",24,2021-03-24 01:05:00,2021-03-24 01:25:00,"light","control",68.05,0.615,6,1.131603404,1.526686667,0.0065590519762846,"0",-0.0014174874036554,0.00797653937994,18.8090604237811,2.93964119469776
"548",548,"PV25_L_24_O2",218.191289151032,0.0124356144465291,24.1966734693878,"PV25_L","P. verrucosa","25",1,"L2",24,2021-03-24 01:05:00,2021-03-24 01:25:00,"light","control",67.38,0.605,7,1.462466532,2.2658,0.00752354674015011,"0",-0.0014174874036554,0.00894103414380551,14.2058976598552,2.66067187600865
"549",549,"PV7_L_24_O2",220.662019886364,0.0209179802052787,24.0387551020408,"PV7_L","P. verrucosa","7",5,"L2",24,2021-03-24 01:05:00,2021-03-24 01:25:00,"light","enriched",57.19,0.62,2,0.777062914,0.782243333,0.0129691477272728,"0",-0.0014174874036554,0.0143866351309282,66.2094316262348,4.19433214388023
"552",552,"PV1_L_28_O2",200.725607792208,0.0340415584415586,27.9360625,"PV1_L","P. verrucosa","1",9,"L2",28,2021-03-24 01:52:00,2021-03-24 02:12:00,"light","enriched",92.81,0.6,1,1.289085072,1.522943333,0.0204249350649352,"0",-0.00137336184051305,0.0217982969054482,51.5277667653137,3.94405964336209
"553",553,"PV13_L_28_O2",174.197938160677,0.0253620507399577,28.1387346938776,"PV13_L","P. verrucosa","13",3,"L2",28,2021-03-24 01:52:00,2021-03-24 02:12:00,"light","enriched",58.62,0.62,4,2.121497161,1.888733333,0.0157244714587738,"0",-0.00137336184051305,0.0170978332992868,32.5891425761334,3.4870429914577
"554",554,"PV17_L_28_O2",174.667272288931,0.0269587617260788,28.1240408163265,"PV17_L","P. verrucosa","17",6,"L2",28,2021-03-24 01:52:00,2021-03-24 02:12:00,"light","control",94.2,0.625,5,0.558705643,0.762736667,0.0168492260787993,"0",-0.00137336184051305,0.0182225879193123,86.00781809474,4.45560020980547
"555",555,"PV19_L_28_O2",200.41423317734,0.0270367733990148,28.0668775510204,"PV19_L","P. verrucosa","19",4,"L2",28,2021-03-24 01:52:00,2021-03-24 02:12:00,"light","control",83.26,0.62,5,1.828595376,1.757483333,0.0167627995073892,"0",-0.00137336184051305,0.0181361613479022,37.1498150944047,3.61764698090465
"556",556,"PV2_L_28_O2",205.696298150783,0.0289370317686106,28.0461224489796,"PV2_L","P. verrucosa","2",2,"L2",28,2021-03-24 01:52:00,2021-03-24 02:12:00,"light","enriched",70.27,0.605,1,1.973041625,1.748553333,0.0175069042200094,"0",-0.00137336184051305,0.0188802660605225,38.8715382797425,3.66283159200606
"557",557,"PV23_L_28_O2",190.548606391129,0.0143649798387097,28.073125,"PV23_L","P. verrucosa","23",10,"L2",28,2021-03-24 01:52:00,2021-03-24 02:12:00,"light","control",68.05,0.615,6,1.131603404,1.526686667,0.00883446260080647,"0",-0.00137336184051305,0.0102078244413195,24.0705370545758,3.18513441435168
"558",558,"PV25_L_28_O2",198.27827730022,0.0158836235337245,28.0547551020408,"PV25_L","P. verrucosa","25",1,"L2",28,2021-03-24 01:52:00,2021-03-24 02:12:00,"light","control",67.38,0.605,7,1.462466532,2.2658,0.00960959223790332,"0",-0.00137336184051305,0.0109829540784164,17.4501874315028,2.86506462971255
"559",559,"PV7_L_28_O2",200.959761895161,0.0225163306451612,27.880306122449,"PV7_L","P. verrucosa","7",5,"L2",28,2021-03-24 01:52:00,2021-03-24 02:12:00,"light","enriched",57.19,0.62,2,0.777062914,0.782243333,0.0139601249999999,"0",-0.00137336184051305,0.015333486840513,70.5669838234937,4.25797847406214
"562",562,"PV1_L_30_O2",197.389767186235,0.032302044534413,29.9081632653061,"PV1_L","P. verrucosa","1",9,"L2",30,2021-03-24 02:26:00,2021-03-24 02:50:00,"light","enriched",92.81,0.6,1,1.289085072,1.522943333,0.0193812267206478,"0",-0.00147736499089669,0.0208585917115445,49.3064505648026,3.90008099390415
"563",563,"PV13_L_30_O2",173.37238087,0.0244053439753666,30.0080816326531,"PV13_L","P. verrucosa","13",3,"L2",30,2021-03-24 02:26:00,2021-03-24 02:46:00,"light","enriched",58.62,0.62,4,2.121497161,1.888733333,0.0151313132647273,"0",-0.00147736499089669,0.016608678255624,31.6567938287381,3.45810668130638
"564",564,"PV17_L_30_O2",168.907198625054,0.0247995302445303,30.0161020408163,"PV17_L","P. verrucosa","17",6,"L2",30,2021-03-24 02:26:00,2021-03-24 02:46:00,"light","control",94.2,0.625,5,0.558705643,0.762736667,0.0154997064028314,"0",-0.00147736499089669,0.0169770713937281,80.1291712614378,4.3848871801776
"565",565,"PV19_L_30_O2",194.674933267895,0.0246922228933857,29.9941020408163,"PV19_L","P. verrucosa","19",4,"L2",30,2021-03-24 02:26:00,2021-03-24 02:46:00,"light","control",83.26,0.62,5,1.828595376,1.757483333,0.0153091781938991,"0",-0.00147736499089669,0.0167865431847958,34.3852794109342,3.54053254924087
"566",566,"PV2_L_30_O2",198.355243289474,0.0302753340080973,29.9935918367347,"PV2_L","P. verrucosa","2",2,"L2",30,2021-03-24 02:26:00,2021-03-24 02:46:00,"light","enriched",70.27,0.605,1,1.973041625,1.748553333,0.0183165770748989,"0",-0.00147736499089669,0.0197939420657956,40.7526554049147,3.70997182298564
"567",567,"PV23_L_30_O2",182.960712187088,0.0112691040843214,30.0087142857143,"PV23_L","P. verrucosa","23",10,"L2",30,2021-03-24 02:26:00,2021-03-24 02:46:00,"light","control",68.05,0.615,6,1.131603404,1.526686667,0.00693049901185766,"0",-0.00147736499089669,0.00840786400275435,19.8261444631557,2.9920326615791
"568",568,"PV25_L_30_O2",192.347865940767,0.0155974738675958,29.9960204081633,"PV25_L","P. verrucosa","25",1,"L2",30,2021-03-24 02:26:00,2021-03-24 02:46:00,"light","control",67.38,0.605,7,1.462466532,2.2658,0.00943647168989546,"0",-0.00147736499089669,0.0109138366807921,17.3403707524282,2.85878767699502
"569",569,"PV7_L_30_O2",195.478852410664,0.0223750425411231,29.829693877551,"PV7_L","P. verrucosa","7",5,"L2",30,2021-03-24 02:26:00,2021-03-24 02:46:00,"light","enriched",57.19,0.62,2,0.777062914,0.782243333,0.0138725263754963,"0",-0.00147736499089669,0.015349891366393,70.6424798880515,4.25904623953906
"572",572,"PV1_L_32_O2",187.219742443733,0.0267898691923577,31.8693265306122,"PV1_L","P. verrucosa","1",9,"L2",32,2021-03-24 03:01:00,2021-03-24 03:21:00,"light","enriched",92.81,0.6,1,1.289085072,1.522943333,0.0160739215154146,"0",-0.00143035085865304,0.0175042723740677,41.3773639380997,3.72514783115147
"573",573,"PV13_L_32_O2",165.564457900697,0.0216887891986061,32.0584285714286,"PV13_L","P. verrucosa","13",3,"L2",32,2021-03-24 03:01:00,2021-03-24 03:21:00,"light","enriched",58.62,0.62,4,2.121497161,1.888733333,0.0134470493031358,"0",-0.00143035085865304,0.0148774001617888,28.3569097059186,3.34839100299651
"574",574,"PV17_L_32_O2",161.345541427691,0.0213213536848597,32.0928163265306,"PV17_L","P. verrucosa","17",6,"L2",32,2021-03-24 03:01:00,2021-03-24 03:21:00,"light","control",94.2,0.625,5,0.558705643,0.762736667,0.0133258460530373,"0",-0.00143035085865304,0.0147561969116904,69.6469845759825,4.24487418788139
"575",575,"PV19_L_32_O2",186.866565028997,0.0213784002626108,32.0420408163265,"PV19_L","P. verrucosa","19",4,"L2",32,2021-03-24 03:01:00,2021-03-24 03:21:00,"light","control",83.26,0.62,5,1.828595376,1.757483333,0.0132546081628187,"0",-0.00143035085865304,0.0146849590214717,30.0804289205161,3.40719366531678
"576",576,"PV2_L_32_O2",196.541647344713,0.0280667377904221,31.9526326530612,"PV2_L","P. verrucosa","2",2,"L2",32,2021-03-24 03:01:00,2021-03-24 03:21:00,"light","enriched",70.27,0.605,1,1.973041625,1.748553333,0.0169803763632054,"0",-0.00143035085865304,0.0184107272218584,37.9048306664892,3.63771327444931
"577",577,"PV23_L_32_O2",174.037240877378,0.00930133544749823,31.9784285714286,"PV23_L","P. verrucosa","23",10,"L2",32,2021-03-24 03:01:00,2021-03-24 03:21:00,"light","control",68.05,0.615,6,1.131603404,1.526686667,0.00572032130021141,"0",-0.00143035085865304,0.00715067215886446,16.8616261138226,2.83095350512038
"578",578,"PV25_L_32_O2",186.064389799568,0.013014702436016,32.0164081632653,"PV25_L","P. verrucosa","25",1,"L2",32,2021-03-24 03:01:00,2021-03-24 03:21:00,"light","control",67.38,0.605,7,1.462466532,2.2658,0.00787389497378968,"0",-0.00143035085865304,0.00930424583244273,14.7829839336189,2.70021854247417
"579",579,"PV7_L_32_O2",187.455060887949,0.019626819691936,31.8847959183673,"PV7_L","P. verrucosa","7",5,"L2",32,2021-03-24 03:01:00,2021-03-24 03:21:00,"light","enriched",57.19,0.62,2,0.777062914,0.782243333,0.0121686282090003,"0",-0.00143035085865304,0.0135989790676534,62.5845214375923,4.13811455013815
"582",582,"PV1_L_34_O2",174.493348899167,0.0208076225716929,33.9848775510204,"PV1_L","P. verrucosa","1",9,"L2",34,2021-03-24 03:34:00,2021-03-24 03:54:00,"light","enriched",92.81,0.6,1,1.289085072,1.522943333,0.0124845735430157,"0",-0.00134567270739764,0.0138302462504134,32.6925404397093,3.49020106390635
"583",583,"PV13_L_34_O2",152.512240161583,0.0181379719118091,34.3008775510204,"PV13_L","P. verrucosa","13",3,"L2",34,2021-03-24 03:34:00,2021-03-24 03:54:00,"light","enriched",58.62,0.62,4,2.121497161,1.888733333,0.0112455425853216,"0",-0.00134567270739764,0.0125912152927193,23.9993514498901,3.18218492934157
"584",584,"PV17_L_34_O2",147.900873836032,0.0159389170040486,34.2208163265306,"PV17_L","P. verrucosa","17",6,"L2",34,2021-03-24 03:34:00,2021-03-24 03:54:00,"light","control",94.2,0.625,5,0.558705643,0.762736667,0.00996182312753037,"0",-0.00134567270739764,0.011307495834928,53.3696448157524,3.97911410625581
